image;objectUrl;title;inventoryNumber;autor;category;size;provenance;owner;material;technique;dating;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/180602/C47575_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3283";Wazon z pokryw?;Wil.3136;Kaendler Johann Joachim;Ceramika;74,0 x 43,0 x 33,0;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;porcelana;z?ocenie , farby naszkliwne;ok. 1760;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169938/C18062_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3581";Miseczka;Wil.335;Böttger Johann Friedrich , Irminger Johann Jacob;Ceramika;4,4 x 10,4 x 10,3;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;relief z formy;1710 - 1717?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170005/C28515_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3592";Czarka - fili?anka;Wil.336;Böttger Johann Friedrich;Ceramika;4,5 x 13,1 x 9,9;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;relief z formy;1710 - 1715 (1708 - 1710?);
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170213/C29720_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3634";Flakon (Herbatniczka);Wil.339;Böttger Johann Friedrich;Ceramika;13,0 x 11,0 x 11,0;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;relief z formy;1710 - 1717?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170228/C30001_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3646";Imbryk z pokrywk?;Wil.340;Böttger Johann Friedrich;Ceramika;9,0 x 12,5 x 8,5;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;relief z formy;1710 - 1717?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170236/C08885_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3657";Imbryk z pokrywk?;Wil.341;Milde Ary de;Ceramika;10,9 x 13,9 x 8,6;Holandia , Delft;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona , mosi?dz;nak?adka , z?ocenie , rytowanie;1680 - 1708;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175022/C49341_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3658";Szczoteczka do z?bów;Wil.3411/1;Blaquiere Pierre Noel;Srebra;14,0 x 1,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1808 - 1819, 1818 - 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175023/C49345_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3659";Szczoteczka do z?bów;Wil.3411/2;Blaquiere Pierre Noel;Srebra;14,0 x 1,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;odlew , cyzelowanie;1808 - 1819, 1818 - 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175024/C30957_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3660";Waza z pokryw?;Wil.3412;Biennais Martin Guillaume;Srebra;27,0 x 30,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175025/C10261_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3661";Waza z pokryw?;Wil.3413;Biennais Martin Guillaume;Srebra;39,0 x 44,0 x 30,5;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175030/C27745_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3662";Solniczka podwójna;Wil.3418;Biennais Martin Guillaume;Srebra;19,0 x 18,5 x 8,3;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;wybijanie , odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175031/C27753_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3663";Solniczka podwójna;Wil.3420;Biennais Martin Guillaume;Srebra;19,8 x 18,5 x 8,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;wybijanie , odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175033/C36293_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3664";Solniczka podwójna;Wil.3422;Biennais Martin Guillaume;Srebra;19,8 x 18,5 x 8,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;wybijanie , odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175032/C27761_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3665";Solniczka podwójna;Wil.3421;Biennais Martin Guillaume;Srebra;19,0 x 18,3 x 8,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;szk?o przezroczyste , srebro;wybijanie , odlew , cyzelowanie;1793 - 1819;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175028/C10262_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3666";Waza z pokryw?;Wil.3416;Odiot Jean Baptiste Claude;Srebra;36,0 x 33,0;Francja;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;wybijanie , odlew , cyzelowanie;1795 - 1809;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170250/C29735_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3668";Spodek;Wil.342/2;Elers John Philip i David;Ceramika;2,5 x 11,1 x 11,3;Bradwell Wood , Vauxhall (Londyn) , Staffordshire;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;nak?adka , farby emaliowe;ok. 1693;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175034/C34009_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3669";Podstawa do przypraw;Wil.3423;Srebra;6,0 x 18,0 x 12,5;Bawaria , Niemcy , Augsburg;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;z?ocenie;1723 - 1735;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170369/C28521_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3691";Czarka;Wil.344/1;Böttger Johann Friedrich , Irminger Johann Jacob;Ceramika;4,3 x 8,3 x 8,3;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;polerowanie;1710 - 1715?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170370/C28524_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3692";Spodek;Wil.344/2;Böttger Johann Friedrich;Ceramika;2,6 x 12,9 x 12,9;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;polerowanie;1710 - 1719;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170371/C29752_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3709";Czarka;Wil.345/1;Böttger Johann Friedrich , Irminger Johann Jacob;Ceramika;4,2 x 8,0 x 8,0;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;polerowanie , z?ocenie;1710 - 1715?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170372/C29755_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3710";Spodek;Wil.345/2;Böttger Johann Friedrich;Ceramika;2,0 x 13,7 x 13,7;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;szlifowanie , polerowanie , z?ocenie;1710 - 1719 (1710 - 1715?);
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170373/C28528_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3723";Fili?anka;Wil.346/1;Irminger Johann Jacob;Ceramika;7,3 x 9,9 x 7,7;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;polerowanie;1710 - 1715?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170374/C28531_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3724";Spodek;Wil.346/2;Böttger Johann Friedrich;Ceramika;3,0 x 12,7 x 13,1;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;polerowanie;1710 - 1719;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194318/C76584_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3725";Potocka Katarzyna z Branickich - popiersie;Wil.3460;Guyski Marceli;Rze?ba;63,0 x 50,0;Polska , Francja , Pary?;Muzeum Pa?acu Króla Jana III w Wilanowie;br?z;odlew;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194319/C43164_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3726";Rousseau J.J. - figurka;Wil.3461;nieznany;Rze?ba;35,5 x 11,4 x 11,4;Muzeum Pa?acu Króla Jana III w Wilanowie;?eliwo;odlew;przed 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194320/C43169_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3727";Voltaire - figurka;Wil.3462;nieznany;Rze?ba;38,0 x 12,4 x 11,4;Muzeum Pa?acu Króla Jana III w Wilanowie;?eliwo;odlew;przed 1838;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194321/C45186_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3728";Fryderyk Wielki - figurka;Wil.3463;nieznany;Rze?ba;38,0 x 31,2 x 15,3;Muzeum Pa?acu Króla Jana III w Wilanowie;?eliwo;odlew;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194322/C60335_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3729";Gladiator - figurka;Wil.3464;nieznany;Rze?ba;53,6 x 27,8 x 15,0;Muzeum Pa?acu Króla Jana III w Wilanowie;mosi?dz;odlew;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194806/C45206_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3730";Sztolcman J. - plakietka;Wil.3465;nieznany;Rze?ba;24,0 x 16,2;Muzeum Pa?acu Króla Jana III w Wilanowie;br?z;cyzelowanie;1913;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194324/C53111_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3732";Rze?ba - putto na ?ab?dziu;Wil.3467;Minter Karol - fabryka;Rze?ba;40,5 x 27,0;Polska , Warszawa;Muzeum Pa?acu Króla Jana III w Wilanowie;wapie? zbity , marmur;mieszana;po?. XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194325/C53120_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3733";Rze?ba - putto na orle;Wil.3468;Minter Karol - fabryka;Rze?ba;40,5 x 27,0;Polska , Warszawa;Muzeum Pa?acu Króla Jana III w Wilanowie;stop cynowo-o?owiowy , wapie? zbity , marmur;odlew;po?. XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194323/C60368_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3734";Merkury - figurka;Wil.3469;nieznany;Rze?ba;19,7 x 10,5 x 10,5;Muzeum Pa?acu Króla Jana III w Wilanowie;mosi?dz;odlew;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170375/C07528_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3735";Fili?anka;Wil.347;Böttger Johann Friedrich , Irminger Johann Jacob;Ceramika;7,1 x 10,6 x 7,7;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;polerowanie;1710 - 1715?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194326/C45228_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3747";Odyseusz ? - g?owa;Wil.3479;Rze?ba;35,0 x 18,0;W?ochy , Rzym;Muzeum Pa?acu Króla Jana III w Wilanowie;marmur;rze?bienie;II n.e.;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170376/C07529_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3748";Imbryk;Wil.348;Böttger Johann Friedrich;Ceramika;14,6 x 10,2 x 8,0;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;polerowanie;1710 - 1715?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170377/C29760_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3759";Dzbanuszek z pokrywk?;Wil.349;Ceramika;12,3 x 10,6 x 7,8;Staffordshire , Anglia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;engine turning;1765 - 1770;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194327/C43174_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3774";Herakles - figurka;Wil.3503;nieznany , Lizyp;Rze?ba;34,0 x 10,5 x 10,5;Muzeum Pa?acu Króla Jana III w Wilanowie;alabaster;rze?bienie;kon. XVIII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194329/C85534_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3777";Kochanowski Jan - popiersie;Wil.3506;nieznany , Monaldi Giacomo;Rze?ba;53,0;Muzeum Pa?acu Króla Jana III w Wilanowie;gips;rze?bienie;XVIII/XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194328/C47374_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3778";Branicki Ksawery z Montresor - popiersie;Wil.3507;Tenerani Pietro;Rze?ba;60,0;W?ochy;Muzeum Pa?acu Króla Jana III w Wilanowie;marmur;rze?bienie;1868;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194330/C43140_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3785";Venus - popiersie;Wil.3514;nieznany;Rze?ba;51,0 x 42,0;Muzeum Pa?acu Króla Jana III w Wilanowie;gips;malowanie;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194331/C45284_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3787";Anio? - figura;Wil.3516;nieznany;Rze?ba;46,0 x 16,0;Muzeum Pa?acu Króla Jana III w Wilanowie;drewno;z?ocenie;XIX?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170380/C24034_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3791";Imbryk;Wil.352;Böttger Johann Friedrich;Ceramika;8,0 x 13,4 x 8,8;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;szlifowanie , polerowanie;1710 - 1715?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194332/C85345_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3799";Waza z pokryw? - kadzielnica;Wil.3527;nieznany;Rze?ba;45,0 x 22,0;Muzeum Pa?acu Króla Jana III w Wilanowie;marmur;rze?bienie;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170381/C28537_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3802";Imbryk z pokrywk? (Kafetiera);Wil.353;Böttger Johann Friedrich , Irminger Johann Jacob;Ceramika;14,7 x 14,5 x 8,7;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;szlifowanie , polerowanie;1710 - 1715?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170502/C18060_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3844";Spodek;Wil.3558;Ceramika;3,0 x 13,5 x 13,4;Staffordshire , Anglia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;engine turning;1765 - 1770;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170503/C07543_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3845";Spodek;Wil.3559;Böttger Johann Friedrich;Ceramika;3,1 x 12,2 x 12,1;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;polerowanie;1710 - 1719;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170504/C28665_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3848";Wazon fletowaty;Wil.3560;Böttger Johann Friedrich;Ceramika;20,4 x 11,8 x 11,8;Drezno , Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;malowanie na zimno , z?ocenie;1710 - 1715;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/170505/C46856_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3849";Paterka;Wil.3561;Ceramika;5,3 x 12,3 x 12,3;Bawaria , Saksonia , Niemcy , Mi?nia , Bayreuth;Muzeum Pa?acu Króla Jana III w Wilanowie;kamionka czerwona;szkliwienie , srebrzenie , z?ocenie , rytowanie;1730 - 1735;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175746/C07484_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3851";Wazon w kleksy;Wil.3564;Ceramika;31,7 x 15,9 x 16,1;Francja , Nevers;Muzeum Pa?acu Króla Jana III w Wilanowie;fajans;kobalt;kon. XVII;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169784/C09413_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3852";Karmi?ca go??bie - figurka z grupy Amor sp?tany;Wil.3565;Jüchtzer Christian Gottfried;Ceramika;18,9 x 14,0 x 18,7;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1788 (III) - 1789 (VII) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169775/C03280_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3854";Ch?opiec z tr?bk? (fletem) - figurka z serii Dzieci - ofiarnicy;Wil.3566;Zeissig Johann Eleazar (Elias), zw. Schenau , Schönheit Johann Carl;Ceramika;18,2 x 7,2 x 6,9;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1786 (X-XI) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169763/C05210_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3855";Ch?opiec z szarf? - figurka na cokole z serii Dzieci - ofiarnicy;Wil.3567;Zeissig Johann Eleazar (Elias), zw. Schenau , Jüchtzer Christian Gottfried;Ceramika;19,1 x 7,4 x 6,8;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1786 (XII) - 1787 (VIII) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169224/C03128_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3856";Dziewczynka z kur? - figurka z serii Dzieci - ofiarnicy;Wil.697;Zeissig Johann Eleazar (Elias), zw. Schenau , Jüchtzer Christian Gottfried;Ceramika;15,4 x 6,2 x 4,7;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1787 (III-VIII) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169166/C03061_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3857";Dziewczynka z kasetk? - figurka z serii Dzieci - ofiarnicy;Wil.496;Zeissig Johann Eleazar (Elias), zw. Schenau , Jüchtzer Christian Gottfried;Ceramika;15,2 x 5,2 x 6,5;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1787 (III-VIII) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169164/C03057_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3858";Dziewczynka z owc? - figurka z serii Dzieci - ofiarnicy;Wil.494;Zeissig Johann Eleazar (Elias), zw. Schenau , Jüchtzer Christian Gottfried;Ceramika;16,0 x 7,1 x 5,3;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1787 (VI-VIII) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169225/C03131_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3859";Ch?opiec z girland? (wie?cem) - figurka z serii Dzieci - ofiarnicy;Wil.698;Zeissig Johann Eleazar (Elias), zw. Schenau , Schönheit Johann Carl;Ceramika;15,8 x 5,8 x 6,2;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1786 (X-XI) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169223/C03125_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3860";Ch?opiec z dzbanem - figurka z serii Dzieci - ofiarnicy;Wil.696;Zeissig Johann Eleazar (Elias), zw. Schenau , Schönheit Johann Carl;Ceramika;16,6 x 8,0 x 5,2;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1786 (XII) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169222/C03122_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3861";Dziewczynka z kwiatami - figurka z serii Dzieci - ofiarnicy;Wil.695;Zeissig Johann Eleazar (Elias), zw. Schenau , Schönheit Johann Carl;Ceramika;15,8 x 5,1 x 5,4;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1786 (X-XI) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169757/C04084_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3862";Bachus (Jesie?) - figurka;Wil.3568;Dangel Joseph , Gmandtner Johann;Ceramika;21,1 x 9,5;Wiede? , Austria;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1790;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169663/C28059_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3867";Sprzeda? amorków - cz??? grupy figuralnej (dwie kupuj?ce z amorkiem);Wil.749;Jüchtzer Christian Gottfried;Ceramika;41,5 x 36,0;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1785 (VIII) - 1786 (I) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169755/C05213_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3900";Czarka z pokryw?;Wil.3583;Dagoty Pierre Louis (boulevard Poissonniere);Ceramika;29,0 x 13,4 x 13,4;Francja , Pary?;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit , porcelana;z?ocenie;ok. 1810 - 1815?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194333/C42347_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3913";Mieczys?aw I i Boles?aw Chrobry - rze?ba;Wil.3592;Fischer Christoph , Rauch Christian Daniel , Rauch Fr.;Rze?ba;45,2 x 33,1 x 17,8;Niemcy , Brandenburgia , Berlin;Muzeum Pa?acu Króla Jana III w Wilanowie;br?z;srebrzenie ogniowe , patynowanie , odlew;1844;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/180604/C15517_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/3960";Fragment lampy wisz?cej z jajami strusimi;Wil.3634;Sztuka Azji;Daleki Wschód;Muzeum Pa?acu Króla Jana III w Wilanowie;jajo strusie , we?na , ??czone , br?z;z?ocenie , mieszana , cyzelowanie;XIX?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/194334/C03801_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/4047";Rze?ba - Moj?esz, na cokole;Wil.3703;Buonarroti Micha? Anio? , Mini Antonio;Rze?ba;36,6 x 15,5 x 17,7;W?ochy;Muzeum Pa?acu Króla Jana III w Wilanowie;glina;rze?bienie;pocz. XVI, 1505?;
